ID,cognate,lang,cognateID,borrowed,pgmc_forms
759,zuur,nl,42282,,*sūra-
760,sauer,de,42282,,*sūra-
761,swallow,en,43433,,*swalwōn-
762,sweep,en,36194,,*swaipjan-
763,swan,en,18835,,*swana-
764,zwaan,nl,18835,,*swana-
765,Schwan,de,18835,,*swana-
766,sway,en,44326,,*swanhan-
767,zwaaien,nl,44439,,*swanhan-
768,zo,nl,46265,,*swē
769,zwaar,nl,44478,,*swēra-
770,schwer,de,44478,,*swēra-
771,sister,en,19045,,*swester-
772,zuster,nl,19045,,*swester-
773,Schwester,de,19045,,*swester-
774,sweet,en,47666,,*swōtu-
775,zoet,nl,47666,,*swōtu-
776,süß,de,47666,,*swōtu-
777,tail,en,18896,,*tagla-
778,tear,en,52870,,*tagra-
779,traan,nl,21817,,*tagra-
780,toe,en,23812,,*taihwō(n)-
781,teen,nl,23823,,*taihwō(n)-
782,zeigen,de,52747,,*taik
783,teken,nl,23827,,*taikna-
784,Zeichen,de,23827,,*taikna-
785,tooth,en,23710,,*tanþ-
786,tand,nl,23689,,*tanþ-
787,Zahn,de,23689,,*tanþ-
788,ten,en,52665,,*tehun-
789,tien,nl,52665,,*tehun-
790,zehn,de,52665,,*tehun-
791,tear,en,52870,,*teran-
792,ziehen,de,53015,,*teuhan-
793,tijd,nl,23868,,*tīdi-
794,Zeit,de,23868,,*tīdi-
795,time,en,23868,,*tīman-
796,titra,is,53059,,*titrōn-
797,zittern,de,53059,,*titrōn-
798,treten,de,48453,,*tredan-
799,tree,en,1577,,*trewa-
800,town,en,20108,,*tūna-
801,tongue,en,23980,,*tungōn-
802,tong,nl,23980,,*tungōn-
803,Zunge,de,23980,,*tungōn-
804,two,en,53740,,*twa-
805,twee,nl,53737,,*twa-
806,zwei,de,53737,,*twa-
807,zwölf,de,53902,,*twalifa-
808,twelve,en,53902,,*twalifa-
809,twaalf,nl,53902,,*twalifa-
810,that,en,28884,,*þa-
811,dak,nl,3061,,*ϸaka-
812,Dach,de,3061,,*ϸaka-
813,Ton,de,21662,,*ϸanhōn-
814,think,en,28924,,*ϸankjan-
815,denken,nl,28924,,*ϸankjan-
816,there,en,29189,,*þar
817,daar,nl,29189,,*þar
818,thick,en,29037,,*ϸeku-
819,dik,nl,29037,,*ϸeku-
820,dick,de,29037,,*ϸeku-
821,through,en,29766,,*ϸerhwe
822,durch,de,29799,,*ϸerhwe
823,thigh,en,15522,,*þeuha-
824,dij,nl,15522,,*þeuha-
825,thing,en,17385,,*ϸinhan-
826,dicht,nl,29003,,*ϸinhtu-
827,flee,en,32193,,*ϸleuhan-
828,fliehen,de,32193,,*ϸleuhan-
829,throw,en,51942,,*ϸrēan-
830,draaien,nl,29294,,*ϸrēan-
831,drehen,de,29294,,*ϸrēan-
832,draad,nl,4533,,*þrēdu-
833,thread,en,4533,,*þrēdu-
834,three,en,29348,,*ϸrī-
835,drie,nl,29348,,*ϸrī-
836,drei,de,29348,,*ϸrī-
837,third,en,29431,,*ϸridjan-
838,derde,nl,29431,,*ϸridjan-
839,think,en,28924,,*þunkjan-
840,thin,en,29696,,*ϸunnu-
841,dun,nl,29696,,*ϸunnu-
842,dünn,de,29696,,*ϸunnu-
843,dorp,nl,3409,,*ϸurpa-
844,Dorf,de,3409,,*ϸurpa-
845,ofn,is,15604,,*ufna-
846,Ofen,de,15604,,*ufna-
847,often,en,40078,,*uba
848,oft,de,40112,,*uba
849,onder,nl,49096,,*under-
850,unter,de,49096,,*under-
851,owl,en,4510,,*uwwilōn-
852,uil,nl,4510,,*uwwilōn-
853,Eule,de,4510,,*uwwilōn-
854,Ort,de,15813,,*uzda-
855,wachsen,de,50922,,*wahs(j)an-
856,weich,de,51689,,*wīkwan-
857,wekken,nl,51412,,*wakjan-
858,wecken,de,51412,,*wakjan-
859,wählen,de,50980,,*waljan-
860,Wald,de,22435,,*walþu-
861,wenden,nl,51785,,*wandjan-
862,warm,en,51119,,*warma-
863,wet,en,39287,,*watar-
864,wash,en,45840,,*watar-
865,waschen,de,51315,,*watar-
866,Wasser,de,22601,,*watar-
867,water,en,33691,,*watar-
868,wehen,de,51579,,*wēan-
869,weg,nl,22635,,*wega-
870,Weg,de,22635,,*wega-
871,weight,en,7600,,*wegan-
872,work,en,25339,,*werka-
873,werk,nl,644,,*werka-
874,werfen,de,51924,,*werpan-
875,worden,nl,51897,,*werþan-
876,werden,de,51897,,*werþan-
877,weather,en,22942,,*weþra-
878,weer,nl,52090,,*weþra-
879,Wetter,de,22942,,*weþra-
880,wide,en,28443,,*wīda-
881,wood,en,9657,,*widu-
882,wind,en,23139,,*winda-
883,Wind,de,23139,,*winda-
884,win,en,46049,,*winnan-
885,wissen,de,52310,,*witan-
886,wij,nl,52293,,*wīz-
887,wir,de,52293,,*wīz-
888,wolf,en,23280,,*wulfa-
889,Wolf,de,23280,,*wulfa-
890,wool,en,23406,,*wullō-
891,wol,nl,23406,,*wullō-
892,Wolle,de,23406,,*wullō-
893,wonen,nl,52488,,*wuna(n)-
894,wohnen,de,52488,,*wuna(n)-
895,wish,en,52596,,*wunska-
896,wensen,nl,52596,,*wunska-
897,wünschen,de,52596,,*wunska-
898,word,en,23420,,*wurda-
899,woord,nl,23420,,*wurda-
900,Wort,de,23420,,*wurda-
901,Wurm,de,23611,,*wurmi-
